,tokenized,detoken
451,"['어플', '완전', '개판', '게', '성의', '돈', '없나', '인력', '없나', '짜증']",어플 완전 개판 게 성의 돈 없나 인력 없나 짜증
452,"['위치', '검색', '안될', '별', '점수', '낮', '은지']",위치 검색 안될 별 점수 낮 은지
453,['캬핳'],캬핳
454,"['로그인', '유지', '버튼', '분명', '있는데', '로그인', '불편', '함']",로그인 유지 버튼 분명 있는데 로그인 불편 함
455,"['대여', '설명', '부실', '갑자기', '비밀번호', '창', '회원', '이용', '절차', '비밀번호', '비회', '원용', '신경', '말', '설명', '불친절', '시간', '신청', '취소', '우지', '연장', '버튼', '도움', '설명', '시오', '깊은', '밤', '이동', '있어', '따릉이', '있', '취소', '택시']",대여 설명 부실 갑자기 비밀번호 창 회원 이용 절차 비밀번호 비회 원용 신경 말 설명 불친절 시간 신청 취소 우지 연장 버튼 도움 설명 시오 깊은 밤 이동 있어 따릉이 있 취소 택시
456,"['자전거', '대여', '좋은', '취지', '어플', '이나', '어플', '자체', '설계', '열받', '게', '사용자', '기분', '매우', '짜증', '게', '오류', '느린', '반응속도', '매우', '체계', '분노', '치밀', '인', '상적', '또한', '문제해결', '방법', '매우', '뛰어난데', '카카오톡', '결제', '오류', '많다는', '성원', '라오', '자', '카카오톡', '페이', '버튼', '자체', '사용자', '기염', '토', '없었다', '식', '운영', '라면', '그냥', '어플', '린다', '아무', '런', '이슈', '일어나지', '모두', '기뻐', '몇번', '사용', '문제점', '고치', '보아', '개발', '팀', '분명', '어플', '본적', '추어', '없을것', '전체', '리뷰']",자전거 대여 좋은 취지 어플 이나 어플 자체 설계 열받 게 사용자 기분 매우 짜증 게 오류 느린 반응속도 매우 체계 분노 치밀 인 상적 또한 문제해결 방법 매우 뛰어난데 카카오톡 결제 오류 많다는 성원 라오 자 카카오톡 페이 버튼 자체 사용자 기염 토 없었다 식 운영 라면 그냥 어플 린다 아무 런 이슈 일어나지 모두 기뻐 몇번 사용 문제점 고치 보아 개발 팀 분명 어플 본적 추어 없을것 전체 리뷰
457,"['진짜', '어플', '이따', '구야', '멀쩡하게', '자전거', '실상', '어플', '로그인', '안되', '니', '없네']",진짜 어플 이따 구야 멀쩡하게 자전거 실상 어플 로그인 안되 니 없네
458,"['따릉이', '자체', '좋은데', '어플', '외주', '어디', '겁', '로그인', '회원', '회원가입', '서비스', '회원', '회원가입', '로그인', '안되', '어감']",따릉이 자체 좋은데 어플 외주 어디 겁 로그인 회원 회원가입 서비스 회원 회원가입 로그인 안되 어감
459,"['난', '어플', '시간', '동안', '별', '럴', '네트워크', '오류로', '결제', '안되', '자전거', '시간', '돈', '쓰레기', '여']",난 어플 시간 동안 별 럴 네트워크 오류로 결제 안되 자전거 시간 돈 쓰레기 여
460,"['어플', '별로']",어플 별로
461,"['거치대', 'QR', '코드', '입력', '안되', '어플', '드럽게', '불편', '된거', '닌']",거치대 QR 코드 입력 안되 어플 드럽게 불편 된거 닌
462,"['아닌', '따릉이', '자체', '로그인', '어플', '로그인', '메뉴', '버튼', '상단', '로그인', '다시', '자동', '로그인', '로그인', '상태', '유지', '게', '어플', '유지', '무슨', '로그인', '창', '다시', '가야', '로그인', '로그인', '상태', '유지', '입', '재로그인', '로그인', '직후', '지도', '아닌', '간략', '보기', '거지', '다른', '장소', '대체로', '근처', '어디가', '있는지를', '간략', '보기', '첫', '화면', '인지', '이해', '안됩니다', '어플', '어떻게', '날수', '록', '퇴보', '대체', '어디', '하청', '전체', '리뷰']",아닌 따릉이 자체 로그인 어플 로그인 메뉴 버튼 상단 로그인 다시 자동 로그인 로그인 상태 유지 게 어플 유지 무슨 로그인 창 다시 가야 로그인 로그인 상태 유지 입 재로그인 로그인 직후 지도 아닌 간략 보기 거지 다른 장소 대체로 근처 어디가 있는지를 간략 보기 첫 화면 인지 이해 안됩니다 어플 어떻게 날수 록 퇴보 대체 어디 하청 전체 리뷰
463,"['느리고', '위치', '인식', '반응', '없고', '최악']",느리고 위치 인식 반응 없고 최악
464,"['그런지', '요즘', '어플', '대여소', '선택', '안되']",그런지 요즘 어플 대여소 선택 안되
465,"['노트', '카카오톡', '페이', '결제', '안됩니다', '제발', '앱좀', '똑바로', '삼성', '페이', '결제', '지원']",노트 카카오톡 페이 결제 안됩니다 제발 앱좀 똑바로 삼성 페이 결제 지원
466,"['개도', '아깝다', '뭘', '메인', '화면', '리다이렉트', '자', '욕', '이나', '오기', '시작', '그때', '작동']",개도 아깝다 뭘 메인 화면 리다이렉트 자 욕 이나 오기 시작 그때 작동
467,"['카카오톡', '페이', '안되']",카카오톡 페이 안되
468,"['카카오톡', '페이', '결제', '정', '상적', '이루', '지지', '메시지', '결제', '요청', '화면', '안되', '확인']",카카오톡 페이 결제 정 상적 이루 지지 메시지 결제 요청 화면 안되 확인
469,"['본인', '인증', '방식', '자기', '명의', '휴대폰', '없는', '사람', '어떻게', '겁', '카드', '결제', '이메일', '인증', '방식', '휴대폰', '공인', '인증', '있는', '사람', '공인', '인증서', '카드', '결', '결제', '일인']",본인 인증 방식 자기 명의 휴대폰 없는 사람 어떻게 겁 카드 결제 이메일 인증 방식 휴대폰 공인 인증 있는 사람 공인 인증서 카드 결 결제 일인
470,"['별하나', '아까', '움', '없게', '쓰레기', '쓰레기', '회원', '회원가입', '안되', '비밀번호', '찾기', '정보', '없다', '진짜', '답', '없음']",별하나 아까 움 없게 쓰레기 쓰레기 회원 회원가입 안되 비밀번호 찾기 정보 없다 진짜 답 없음
471,"['욕', '어플']",욕 어플
472,"['카카오톡', '결제', '안되', '결제', '브라우저', '이동', '어플', '결제', '완료', '안되', '어찌']",카카오톡 결제 안되 결제 브라우저 이동 어플 결제 완료 안되 어찌
473,"['제발', '다시', '어도', '시간', '타지', '타고', '똭똭', '고려', '안되', '느낌']",제발 다시 어도 시간 타지 타고 똭똭 고려 안되 느낌
474,"['따릉이', '어플', '비밀번호', '찾기', '휴대폰', '발송', '이메일', '발송', '두', '가지', '임시', '비밀번호', '발송', '메시지', '내용', '오지', '로그인', '있', '읍니', '체크', '부탁']",따릉이 어플 비밀번호 찾기 휴대폰 발송 이메일 발송 두 가지 임시 비밀번호 발송 메시지 내용 오지 로그인 있 읍니 체크 부탁
475,"['따릉이', '사용', '있습니다', '강사']",따릉이 사용 있습니다 강사
476,"['대여', '장소', '클릭', '돈', '정기권']",대여 장소 클릭 돈 정기권
477,"['연동', '로그인', '안되', '카카오톡', '페이', '결제', '오류', '많은', '뷸량품']",연동 로그인 안되 카카오톡 페이 결제 오류 많은 뷸량품
478,"['괜찮은데', '신용카드', '결제', '려면', '신용카드', '직접', '입력', '하나요', '어플', '카드', '같은거', '연동', '부탁', '제로페이', '같은것도', '좋겠네요']",괜찮은데 신용카드 결제 려면 신용카드 직접 입력 하나요 어플 카드 같은거 연동 부탁 제로페이 같은것도 좋겠네요
479,"['개발자', '카카오톡', '페이', '결제', '방식', 'QR', '코드', '어떻게', '스캔', '이해', '없다', '바보', '아무', '리', '생각', 'QR', '코드', '카메라', '접촉', '미리', '예상', '폴더', '블폰', '예측', '위', '한기', '능인', '겁', '따릉이', '보급', '건', '좋', '주변', '프로그램', '이나', '시설', '질', '결제', '사용', '대한민국', '국민', '단합', '박수', '카카오톡', '따릉이', '확인', '사용자', '당황', '말', '아주', '복잡하게', '결제']",개발자 카카오톡 페이 결제 방식 QR 코드 어떻게 스캔 이해 없다 바보 아무 리 생각 QR 코드 카메라 접촉 미리 예상 폴더 블폰 예측 위 한기 능인 겁 따릉이 보급 건 좋 주변 프로그램 이나 시설 질 결제 사용 대한민국 국민 단합 박수 카카오톡 따릉이 확인 사용자 당황 말 아주 복잡하게 결제
480,"['어플', '개발자', '궁금하네요', '강', '없', '애시', '결제', '안되', '로그인', '카카오톡', '들락날락']",어플 개발자 궁금하네요 강 없 애시 결제 안되 로그인 카카오톡 들락날락
481,"['돈', '사지', '대체', '머']",돈 사지 대체 머
482,"['카카오톡', '페이', '결제', '안되', '결제', '신청', '결제', '진행', '안되', '다시', '의', '무한', '반복', '네이버', '로그인', '아이디', '저장', '기능', '추가']",카카오톡 페이 결제 안되 결제 신청 결제 진행 안되 다시 의 무한 반복 네이버 로그인 아이디 저장 기능 추가
483,"['어플', '개발자', '정말', '거지', '개발자', '보라', '해', '어플', '얼마나', '거지', '같', '은지']",어플 개발자 정말 거지 개발자 보라 해 어플 얼마나 거지 같 은지
484,"['이따', '위로', '거지', '만들기', '정도', '유저', '편의', '성', '따윈', '구성', '성질', '휴대폰', '지게', '결제', '시스템', '애', '나들이', '분만', '화', '딱지', '집', '어치', '움', '똑바로', '만드쇼']",이따 위로 거지 만들기 정도 유저 편의 성 따윈 구성 성질 휴대폰 지게 결제 시스템 애 나들이 분만 화 딱지 집 어치 움 똑바로 만드쇼
485,"['카카오톡', '페이', '결제', '창', '도저히', '업데이트', '결제', '오류', '많고', '불편', '일부러', '만들기', '어렵습니다', '개발자', '담당', '부서', '다른', '어플', '안되', '무신경', '이정', '도면', '직무', '유기', '수준', '같은데요', '코레일', '어플', '편의', '성', '도', '안되', '오류', '없어야죠']",카카오톡 페이 결제 창 도저히 업데이트 결제 오류 많고 불편 일부러 만들기 어렵습니다 개발자 담당 부서 다른 어플 안되 무신경 이정 도면 직무 유기 수준 같은데요 코레일 어플 편의 성 도 안되 오류 없어야죠
486,"['결제', '말', '타지', '겁', '신용카드', '결제', '번거롭게', '카카오톡', '페이', '큐얼', '코드', '결제', '어떤', '머', '저리', '생각', '핸드폰결제', '카카오톡', '등록', '완료', '오라', '결제', '원래', '웹', '돌', '아가', '완료', '개뿔', '완료', '커녕', '새로고침', '유효', '날', '오랜만', '자전거', '타', '기분', '좋았는데', '번시', '도해', '보고', '짜증', '평점', '이정', '도로', '안좋으면', '개선']",결제 말 타지 겁 신용카드 결제 번거롭게 카카오톡 페이 큐얼 코드 결제 어떤 머 저리 생각 핸드폰결제 카카오톡 등록 완료 오라 결제 원래 웹 돌 아가 완료 개뿔 완료 커녕 새로고침 유효 날 오랜만 자전거 타 기분 좋았는데 번시 도해 보고 짜증 평점 이정 도로 안좋으면 개선
487,"['최악', '입니다']",최악 입니다
488,"['점', '로그인', '세션', '저장', '반납', '재', '대여', '지도', '표시', '사용', '불편', '외', '자잘한', '오류']",점 로그인 세션 저장 반납 재 대여 지도 표시 사용 불편 외 자잘한 오류
489,"['카카오톡', '결제', '진행']",카카오톡 결제 진행
490,"['간편', '결제', '불편', '결제']",간편 결제 불편 결제
491,"['결제', '방법', '답답하다']",결제 방법 답답하다
492,"['결제', '안되', '어디', '결제', '건가']",결제 안되 어디 결제 건가
493,"['카카오톡', '페이', '결제', '안됩니다', '어플', '결제', '마지막', '가보', '결제', '안되', '굳이', '모바일', '웹', '페이지', '해', '야만', '결제', '친절', '설명', '따릉이', '결제', '관련', '향후', '대책', '궁금합니다']",카카오톡 페이 결제 안됩니다 어플 결제 마지막 가보 결제 안되 굳이 모바일 웹 페이지 해 야만 결제 친절 설명 따릉이 결제 관련 향후 대책 궁금합니다
494,"['진짜', '따릉이', '좋은데', '겨울', '지나', '결', '결제', '려니', '카카오톡', '페이', '며칠', '결제', '인증', '고해', '결제', '안되']",진짜 따릉이 좋은데 겨울 지나 결 결제 려니 카카오톡 페이 며칠 결제 인증 고해 결제 안되
495,"['앱킬때', '로그인', '귀찮아', '요금', '매일', '똑같진', '이용권', '이용권', '있었으면', '좋겠는대']",앱킬때 로그인 귀찮아 요금 매일 똑같진 이용권 이용권 있었으면 좋겠는대
496,"['불편', '대연', '번호', '불편', '사람', '어플', '원숭이', '어도']",불편 대연 번호 불편 사람 어플 원숭이 어도
497,"['거지', '같은', '어플', '카카오톡', '페이', '결제', '지도', '욕', '씨름', '택시']",거지 같은 어플 카카오톡 페이 결제 지도 욕 씨름 택시
498,"['어플', '거지', '같다', '이용권', '구매', '전', '지도', '대여소', '적절', '위치', '있는지', '확인', '있게', '수정', '다짜고짜', '이용권', '구매', '부터', '하란']",어플 거지 같다 이용권 구매 전 지도 대여소 적절 위치 있는지 확인 있게 수정 다짜고짜 이용권 구매 부터 하란
499,"['카카오톡', '결제', '안될거면', '만듬']",카카오톡 결제 안될거면 만듬
